20220522_PSG_METZ,https://programs.sbs.co.kr/sports/21ligue1/vod/69809/22000449028,https://programs.sbs.co.kr/sports/21ligue1/clip/69811/22000449010
20220522_BRESTOIS_BORDEAUX,https://programs.sbs.co.kr/sports/21ligue1/vod/69809/22000449026,https://programs.sbs.co.kr/sports/21ligue1/clip/69811/22000448997
20220515_MONTPELLIER_PSG,https://programs.sbs.co.kr/sports/21ligue1/vod/69809/22000448392,https://programs.sbs.co.kr/sports/21ligue1/clip/69811/22000448349
20220515_BORDEAUX_LORIENT,https://programs.sbs.co.kr/sports/21ligue1/vod/69809/22000448393,https://programs.sbs.co.kr/sports/21ligue1/clip/69811/22000448348
20220509_PSG_TROYES,https://programs.sbs.co.kr/sports/21ligue1/vod/69809/22000448396,https://programs.sbs.co.kr/sports/21ligue1/clip/69811/22000447778
20220509_LORIENT_MARSEILLE,https://programs.sbs.co.kr/sports/21ligue1/vod/69809/22000447869,https://programs.sbs.co.kr/sports/21ligue1/clip/69811/22000447735
20220508_ANGERS_BORDEAUX,https://programs.sbs.co.kr/sports/21ligue1/vod/69809/22000447720,https://programs.sbs.co.kr/sports/21ligue1/clip/69811/22000447718
20220508_METZ_LYONNAIS,https://programs.sbs.co.kr/sports/21ligue1/vod/69809/22000447868,https://programs.sbs.co.kr/sports/21ligue1/clip/69811/22000447697
20220502_MARSEILLE_LYONNAIS,https://programs.sbs.co.kr/sports/21ligue1/vod/69809/22000447335,https://programs.sbs.co.kr/sports/21ligue1/clip/69811/22000447165
20220502_BORDEAUX_NICE,https://programs.sbs.co.kr/sports/21ligue1/vod/69809/22000447145,https://programs.sbs.co.kr/sports/21ligue1/clip/69811/22000447144
20220501_MONACO_ANGERS,https://programs.sbs.co.kr/sports/21ligue1/vod/69809/22000447337,https://programs.sbs.co.kr/sports/21ligue1/clip/69811/22000447103
20220501_TROYES_LILLE,https://programs.sbs.co.kr/sports/21ligue1/vod/69809/22000447311,https://programs.sbs.co.kr/sports/21ligue1/clip/69811/22000447083
20220501_RENNAIS_SAINT,https://programs.sbs.co.kr/sports/21ligue1/vod/69809/22000447336,https://programs.sbs.co.kr/sports/21ligue1/clip/69811/22000447016
20220501_LENS_NANTES,https://programs.sbs.co.kr/sports/21ligue1/vod/69809/22000447310,https://programs.sbs.co.kr/sports/21ligue1/clip/69811/22000447181
20220430_STRASBOURG_PSG,https://programs.sbs.co.kr/sports/21ligue1/vod/69809/22000446967,https://programs.sbs.co.kr/sports/21ligue1/clip/69811/22000446964
20220425_REIMS_MARSEILLE,https://programs.sbs.co.kr/sports/21ligue1/vod/69809/22000446603,https://programs.sbs.co.kr/sports/21ligue1/clip/69811/22000446524
20220425_LILLE_STRASBOURG,https://programs.sbs.co.kr/sports/21ligue1/vod/69809/22000446660,https://programs.sbs.co.kr/sports/21ligue1/clip/69811/22000446509
20220424_NANTES_BORDEAUX,https://programs.sbs.co.kr/sports/21ligue1/vod/69809/22000446498,https://programs.sbs.co.kr/sports/21ligue1/clip/69811/22000446492
20220424_RENNAIS_LORIENT,https://programs.sbs.co.kr/sports/21ligue1/vod/69809/22000446602,https://programs.sbs.co.kr/sports/21ligue1/clip/69811/22000446456
20220424_PSG_LENS,https://programs.sbs.co.kr/sports/21ligue1/vod/69809/22000446374,https://programs.sbs.co.kr/sports/21ligue1/clip/69811/22000446369
20220424_SAINT_MONACO,https://programs.sbs.co.kr/sports/21ligue1/vod/69809/22000446487,https://programs.sbs.co.kr/sports/21ligue1/clip/69811/22000446347
20220424_LYONNAIS_MONTPELLIER,https://programs.sbs.co.kr/sports/21ligue1/vod/69809/22000446214,https://programs.sbs.co.kr/sports/21ligue1/clip/69811/22000446299
20220421_TROYES_CLERMONT,https://programs.sbs.co.kr/sports/21ligue1/vod/69809/22000446232,https://programs.sbs.co.kr/sports/21ligue1/clip/69811/22000446077
20220421_REIMS_LILLE,https://programs.sbs.co.kr/sports/21ligue1/vod/69809/22000446227,https://programs.sbs.co.kr/sports/21ligue1/clip/69811/22000446079
20220421_MONACO_NICE,https://programs.sbs.co.kr/sports/21ligue1/vod/69809/22000446230,https://programs.sbs.co.kr/sports/21ligue1/clip/69811/22000446082
20220421_LORIENT_METZ,https://programs.sbs.co.kr/sports/21ligue1/vod/69809/22000446228,https://programs.sbs.co.kr/sports/21ligue1/clip/69811/22000446075
20220421_BORDEAUX_SAINT,https://programs.sbs.co.kr/sports/21ligue1/vod/69809/22000446233,https://programs.sbs.co.kr/sports/21ligue1/clip/69811/22000446015
20220418_PSG_MARSEILLE,https://programs.sbs.co.kr/sports/21ligue1/vod/69809/22000445771,https://programs.sbs.co.kr/sports/21ligue1/clip/69811/22000445750
20220418_SAINT_BRESTOIS,https://programs.sbs.co.kr/sports/21ligue1/vod/69809/22000445814,https://programs.sbs.co.kr/sports/21ligue1/clip/69811/22000445592
20220418_RENNAIS_MONACO,https://programs.sbs.co.kr/sports/21ligue1/vod/69809/22000445815,https://programs.sbs.co.kr/sports/21ligue1/clip/69811/22000445501
20220418_NICE_LORIENT,https://programs.sbs.co.kr/sports/21ligue1/vod/69809/22000445813,https://programs.sbs.co.kr/sports/21ligue1/clip/69811/22000445674
20220418_LYONNAIS_BORDEAUX,https://programs.sbs.co.kr/sports/21ligue1/vod/69809/22000445780,https://programs.sbs.co.kr/sports/21ligue1/clip/69811/22000445726
20220418_LILLE_LENS,https://programs.sbs.co.kr/sports/21ligue1/vod/69809/22000445812,https://programs.sbs.co.kr/sports/21ligue1/clip/69811/22000445610
20220411_MARSEILLE_MONTPELLIER,https://programs.sbs.co.kr/sports/21ligue1/vod/69809/22000445133,https://programs.sbs.co.kr/sports/21ligue1/clip/69811/22000445030
20220410_BORDEAUX_METZ,https://programs.sbs.co.kr/sports/21ligue1/vod/69809/22000445005,https://programs.sbs.co.kr/sports/21ligue1/clip/69811/22000444933
20220410_CLERMONT_PSG,https://programs.sbs.co.kr/sports/21ligue1/vod/69809/22000444880,https://programs.sbs.co.kr/sports/21ligue1/clip/69811/22000444828
20220409_LORIENT_SAINT,https://programs.sbs.co.kr/sports/21ligue1/vod/69809/22000445132,https://programs.sbs.co.kr/sports/21ligue1/clip/69811/22000444631
20220404_PSG_LORIENT,https://programs.sbs.co.kr/sports/21ligue1/vod/69809/22000444066,https://programs.sbs.co.kr/sports/21ligue1/clip/69811/22000444026
20220404_LYONNAIS_ANGERS,https://programs.sbs.co.kr/sports/21ligue1/vod/69809/22000444194,https://programs.sbs.co.kr/sports/21ligue1/clip/69811/22000443979
20220403_TROYES_REIMS,https://programs.sbs.co.kr/sports/21ligue1/vod/69809/22000444193,https://programs.sbs.co.kr/sports/21ligue1/clip/69811/22000443959
20220403_STRASBOURG_LENS,https://programs.sbs.co.kr/sports/21ligue1/vod/69809/22000444192,https://programs.sbs.co.kr/sports/21ligue1/clip/69811/22000443939
20220403_LILLE_BORDEAUX,https://programs.sbs.co.kr/sports/21ligue1/vod/69809/22000443916,https://programs.sbs.co.kr/sports/21ligue1/clip/69811/22000443912
20220403_NICE_RENNAIS,https://programs.sbs.co.kr/sports/21ligue1/vod/69809/22000444191,https://programs.sbs.co.kr/sports/21ligue1/clip/69811/22000443883
20220321_MARSEILLE_NICE,https://programs.sbs.co.kr/sports/21ligue1/vod/69809/22000442864,https://programs.sbs.co.kr/sports/21ligue1/clip/69811/22000442790
20220321_REIMS_LYONNAIS,https://programs.sbs.co.kr/sports/21ligue1/vod/69809/22000442862,https://programs.sbs.co.kr/sports/21ligue1/clip/69811/22000442770
